iter	Passed	Remaining
444	541	675
445	542	673
446	542	671
447	543	669
448	547	671
449	548	670
450	549	668
451	549	666
452	550	664
453	551	662
454	551	660
455	556	663
456	557	662
457	558	660
458	558	658
459	559	656
460	559	654
461	560	652
462	561	650
463	562	649
464	566	651
465	567	649
466	567	647
467	568	646
468	568	644
469	569	642
470	569	640
471	570	638
472	571	636
473	575	638
474	576	637
475	577	635
476	577	633
477	578	631
478	578	629
479	579	627
480	579	625
481	580	623
482	582	623
483	585	624
484	586	622
485	587	620
486	587	619
487	588	617
488	588	615
489	589	613
490	589	611
491	591	610
492	595	612
493	596	610
494	596	608
495	597	607
496	598	605
497	598	603
498	599	601
499	599	599
500	602	600
501	605	600
502	606	598
503	606	596
504	607	595
505	607	593
506	608	591
507	608	589
508	609	587
509	612	588
510	614	588
511	615	586
512	616	585
513	616	583
514	617	581
515	617	579
516	618	577
517	618	575
518	622	577
519	624	576
520	625	574
521	625	572
522	626	571
523	626	569
524	627	567
525	627	565
526	628	563
527	629	563
528	633	564
529	634	562
530	634	560
531	635	559
532	636	557
533	636	555
534	637	553
535	637	552
536	639	550
537	643	552
538	644	550
539	644	549
540	645	547
541	645	545
542	646	544
543	647	542
544	647	540
545	649	540
546	653	540
547	653	539
548	654	537
549	656	537
550	657	535
551	657	533
552	658	532
553	658	530
554	659	528
555	659	527
556	661	525
557	665	526
558	666	525
559	666	523
560	667	522
561	669	522
562	670	520
563	671	518
564	671	517
565	672	515
566	672	513
567	673	512
568	675	511
569	678	511
570	679	510
571	679	508
572	680	506
573	680	505
574	681	503
575	681	501
576	682	500
577	682	498
578	683	496
579	684	495
580	684	493
581	685	492
582	685	490
583	686	489
584	687	487
585	687	485
586	688	484
587	690	483
588	694	484
589	695	483
590	695	481
591	696	479
592	697	478
593	697	476
594	698	475
595	702	476
596	704	475
597	705	474
598	705	472
599	706	470
600	707	469
601	707	467
602	712	468
603	714	468
604	714	466
605	715	464
606	715	463
607	716	461
608	716	459
609	716	458
610	717	456
611	717	455
612	718	453
613	719	452
614	719	450
615	720	449
616	721	447
617	721	446
618	722	444
619	722	442
620	723	441
621	724	440
622	724	438
623	725	437
624	725	435
625	726	434
626	727	432
627	727	431
628	728	429
629	728	427
630	728	426
631	729	424
632	730	423
633	730	421
634	731	420
635	731	418
636	732	417
637	733	416
638	735	415
639	735	413
640	736	412
641	737	410
642	737	409
643	738	408
644	738	406
645	739	405
646	740	403
647	742	403
648	743	402
649	747	402
650	748	401
651	749	399
652	749	398
653	750	397
654	751	395
655	752	394
656	759	396
657	760	395
658	761	393
659	761	392
660	762	391
661	763	389
662	765	389
663	769	389
664	769	387
665	770	386
666	771	385
667	772	383
668	772	382
669	780	384
670	783	384
671	784	382
672	784	381
673	785	379
674	789	380
675	790	378
676	790	377
677	791	375
678	792	374
679	792	373
680	796	373
681	798	372
682	798	370
683	799	369
684	799	367
685	800	366
686	800	364
687	801	363
688	802	362
689	802	360
690	803	359
691	804	358
692	805	356
693	805	355
694	806	353
695	807	352
696	807	351
697	808	349
698	808	348
699	809	346
700	810	345
701	810	344
702	811	342
703	811	341
704	812	339
705	812	338
706	813	337
707	813	335
708	814	334
709	814	332
710	815	331
711	816	330
712	816	328
713	816	327
714	817	325
715	817	324
716	818	322
717	818	321
718	819	320
719	819	318
720	820	317
721	821	316
722	822	315
723	822	313
724	823	312
725	824	311
726	825	309
727	826	308
728	826	307
729	827	306
730	829	305
731	830	304
732	830	302
733	833	301
734	833	300
735	834	299
736	834	297
737	837	297
738	838	296
739	839	294
740	841	294
741	842	292
742	844	291
743	845	290
744	846	289
745	847	288
746	848	287
747	850	286
748	850	285
749	852	284
750	853	283
751	855	282
752	856	280
753	856	279
754	857	278
755	858	277
756	862	276
757	862	275
758	864	274
759	865	273
760	866	272
761	866	270
762	868	269
763	870	268
764	871	267
765	872	266
766	874	265
767	875	264
768	877	263
769	877	262
770	878	260
771	879	259
772	879	258
773	880	257
774	880	255
775	882	254
776	886	254
777	887	253
778	887	251
779	888	250
780	889	249
781	889	247
782	890	246
783	890	245
784	894	245
785	896	244
786	896	242
787	897	241
788	898	240
789	898	238
790	899	237
791	899	236
792	901	235
793	905	234
794	906	233
795	906	232
796	907	231
797	908	229
798	908	228
799	909	227
800	909	226
801	912	225
802	915	224
803	916	223
804	916	222
805	917	220
806	917	219
807	918	218
808	921	217
809	924	216
810	926	215
811	927	214
812	928	213
813	930	212
814	931	211
815	932	210
816	932	208
817	933	207
818	933	206
819	934	205
820	934	203
821	935	202
822	935	201
823	935	199
824	936	198
825	936	197
826	937	196
827	938	194
828	939	193
829	939	192
830	940	191
831	940	189
832	941	188
833	944	188
834	945	186
835	945	185
836	947	184
837	949	183
838	950	182
839	950	181
840	951	179
841	953	178
842	954	177
843	954	176
844	955	175
845	955	174
846	959	173
847	960	172
848	960	170
849	961	169
850	961	168
851	962	167
852	962	165
853	963	164
854	967	164
855	968	163
856	969	161
857	970	160
858	970	159
859	971	158
860	971	156
861	972	155
862	975	154
863	979	154
864	979	152
865	981	151
866	981	150
867	983	149
868	983	148
869	984	147
870	986	146
871	987	144
872	987	143
873	988	142
874	989	141
875	989	140
876	990	138
877	990	137
878	991	136
879	996	135
880	997	134
881	998	133
882	999	132
883	1000	131
884	1002	130
885	1003	129
886	1004	127
887	1005	126
888	1007	125
889	1007	124
890	1008	123
891	1010	122
892	1013	121
893	1014	120
894	1015	119
895	1017	118
896	1018	116
897	1018	115
898	1021	114
899	1022	113
900	1023	112
901	1023	111
902	1024	110
903	1024	108
904	1025	107
905	1025	106
906	1026	105
907	1027	104
908	1027	102
909	1028	101
910	1029	100
911	1029	99
912	1030	98
913	1030	96
914	1031	95
915	1032	94
916	1032	93
917	1033	92
918	1033	91
919	1033	89
920	1034	88
921	1035	87
922	1035	86
923	1036	85
924	1036	84
925	1037	82
926	1037	81
927	1038	80
928	1038	79
929	1039	78
930	1039	77
931	1040	75
932	1041	74
933	1041	73
934	1042	72
935	1042	71
936	1043	70
937	1043	68
938	1044	67
939	1044	66
940	1044	65
941	1045	64
942	1046	63
943	1047	62
944	1047	60
945	1048	59
946	1049	58
947	1052	57
948	1053	56
949	1053	55
950	1054	54
951	1055	53
952	1055	52
953	1056	50
954	1058	49
955	1062	48
956	1062	47
957	1063	46
958	1064	45
959	1064	44
960	1065	43
961	1066	42
962	1070	41
963	1072	40
964	1072	38
965	1073	37
966	1074	36
967	1075	35
968	1075	34
969	1080	33
970	1081	32
971	1082	31
972	1083	30
973	1083	28
974	1085	27
975	1088	26
976	1089	25
977	1090	24
978	1090	23
979	1091	22
980	1092	21
981	1092	20
982	1097	18
983	1098	17
984	1099	16
985	1100	15
986	1100	14
987	1101	13
988	1102	12
989	1104	11
990	1108	10
991	1108	8
992	1109	7
993	1110	6
994	1110	5
995	1111	4
996	1111	3
997	1115	2
998	1118	1
999	1118	0
